Movie_Id,Movie_Title,genre,CompanionContext
422,Aladdin and the King of Thieves (1996),"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance",Adult 
423,E.T. the Extra-Terrestrial (1982),"Family, Sci-Fi",Adult 
424,Children of the Corn: The Gathering (1996),"Horror, Thriller",Adult 
425,Bob Roberts (1992),"Comedy, Drama",Adult 
426,"Transformers: The Movie, The (1986)","Animation, Action, Adventure, Family, Sci-Fi",Children 
427,To Kill a Mockingbird (1962),"Crime, Drama",Adult 
428,Harold and Maude (1971),"Comedy, Drama, Romance",Lover 
429,"Day the Earth Stood Still, The (1951)","Comedy, Drama, Romance",Lover 
430,Duck Soup (1933),"Comedy, Musical, War",Adult 
431,Highlander (1986),"Action, Adventure, Fantasy",Adult 
432,Fantasia (1940),"Animation, Family, Fantasy, Music",Children 
433,Heathers (1989),Comedy,Adult 
434,Forbidden Planet (1956),"Action, Adventure, Sci-Fi, Thriller",Adult 
435,Butch Cassidy and the Sundance Kid (1969),"Biography, Crime, Drama, Western",Adult 
436,"American Werewolf in London, An (1981)","Comedy, Horror",Adult 
437,Amityville 1992: It's About Time (1992),Horror,Adult 
438,Amityville 3-D (1983),Horror,Adult 
439,Amityville: A New Generation (1993),Horror,Adult 
440,Amityville II: The Possession (1982),Horror,Adult 
441,"Amityville Horror, The (1979)",Horror,Adult 
442,"Amityville Curse, The (1990)",Horror,Adult 
443,"Birds, The (1963)","Drama, Horror, Mystery, Romance",Lover 
444,"Blob, The (1958)","Horror, Sci-Fi",Adult 
445,"Body Snatcher, The (1945)","Horror, Thriller",Adult 
446,Burnt Offerings (1976),"Horror, Mystery, Thriller",Adult 
447,Carrie (1976),Horror,Adult 
448,"Omen, The (1976)",Horror,Adult 
449,Star Trek: The Motion Picture (1979),"Adventure, Mystery, Sci-Fi",Adult 
450,Star Trek V: The Final Frontier (1989),"Action, Adventure, Fantasy, Sci-Fi, Thriller",Adult 
451,Grease (1978),"Musical, Romance",Lover 
452,Jaws 2 (1978),"Adventure, Drama, Horror, Thriller",Adult 
453,Jaws 3-D (1983),"Adventure, Horror, Thriller",Adult 
454,Bastard Out of Carolina (1996),Drama,Adult 
455,Jackie Chan's First Strike (1996),"Action, Adventure, Comedy, Crime, Drama, Thriller",Adult 
456,Beverly Hills Ninja (1997),"Action, Comedy",Adult 
457,Free Willy 3: The Rescue (1997),"Adventure, Drama, Family",Adult 
458,Nixon (1995),"Biography, Drama, History",Adult 
459,"Cry, the Beloved Country (1995)","Drama, Thriller",Adult 
460,"Crossing Guard, The (1995)","Drama, Thriller",Adult 
461,Smoke (1995),"Comedy, Drama",Adult 
462,Like Water For Chocolate (Como agua para chocolate) (1992),"Drama, Romance",Lover 
463,"Secret of Roan Inish, The (1994)","Drama, Family, Fantasy",Adult 
464,Vanya on 42nd Street (1994),"Comedy, Drama, Romance",Lover 
465,"Jungle Book, The (1994)","Adventure, Family, Romance",Lover 
466,Red Rock West (1992),"Crime, Drama, Thriller",Adult 
467,"Bronx Tale, A (1993)","Crime, Drama, Romance",Lover 
468,Rudy (1993),"Biography, Drama, Sport",Adult 
469,Short Cuts (1993),"Comedy, Drama",Adult 
470,Tombstone (1993),"Action, Biography, Drama, History, Romance, Western",Lover 
471,Courage Under Fire (1996),"Action, Drama, Mystery, Thriller, War",Adult 
472,Dragonheart (1996),"Action, Adventure, Fantasy",Adult 
473,James and the Giant Peach (1996),"Animation, Adventure, Family, Fantasy, Musical",Children 
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Comedy,Adult 
475,Trainspotting (1996),Drama,Adult 
476,"First Wives Club, The (1996)",Comedy,Adult 
477,Matilda (1996),"Comedy, Family, Fantasy",Adult 
478,"Philadelphia Story, The (1940)","Comedy, Romance",Lover 
479,Vertigo (1958),"Mystery, Romance, Thriller",Lover 
480,North by Northwest (1959),"Adventure, Mystery, Thriller",Adult 
481,"Apartment, The (1960)","Comedy, Drama, Romance",Lover 
482,Some Like It Hot (1959),"Comedy, Music, Romance",Lover 
483,Casablanca (1942),"Drama, Romance, War",Lover 
484,"Maltese Falcon, The (1941)","Film-Noir, Mystery",Adult 
485,My Fair Lady (1964),"Drama, Family, Musical, Romance",Lover 
486,Sabrina (1954),"Comedy, Drama, Romance",Lover 
487,Roman Holiday (1953),"Comedy, Romance",Lover 
488,Sunset Blvd. (1950),"Drama, Film-Noir",Adult 
489,Notorious (1946),"Drama, Film-Noir, Romance, Thriller",Lover 
490,To Catch a Thief (1955),"Mystery, Romance, Thriller",Lover 
491,"Adventures of Robin Hood, The (1938)","Action, Adventure, Romance",Lover 
492,East of Eden (1955),Drama,Adult 
493,"Thin Man, The (1934)","Comedy, Crime, Mystery",Adult 
494,His Girl Friday (1940),"Comedy, Drama, Romance",Lover 
495,Around the World in 80 Days (1956),"Action, Adventure, Comedy, Family, Western",Adult 
496,It's a Wonderful Life (1946),"Drama, Family, Fantasy",Adult 
497,Bringing Up Baby (1938),"Comedy, Family, Romance",Lover 
498,"African Queen, The (1951)","Adventure, Drama, Romance, War",Lover 
499,Cat on a Hot Tin Roof (1958),Drama,Adult 
500,Fly Away Home (1996),"Adventure, Drama, Family",Adult 
501,Dumbo (1941),"Animation, Drama, Family, Musical",Children 
502,Bananas (1971),Comedy,Adult 
503,"Candidate, The (1972)","Comedy, Drama",Adult 
504,Bonnie and Clyde (1967),"Action, Biography, Crime, Drama",Adult 
505,Dial M for Murder (1954),"Crime, Thriller",Adult 
506,Rebel Without a Cause (1955),Drama,Adult 
507,"Streetcar Named Desire, A (1951)",Drama,Adult 
508,"People vs. Larry Flynt, The (1996)","Biography, Drama",Adult 
509,My Left Foot (1989),"Biography, Drama",Adult 
510,"Magnificent Seven, The (1954)","Action, Western",Adult 
511,Lawrence of Arabia (1962),"Adventure, Biography, Drama, History, War",Adult 
512,Wings of Desire (1987),"Drama, Fantasy, Romance",Lover 
513,"Third Man, The (1949)","Film-Noir, Mystery, Thriller",Adult 
514,Annie Hall (1977),"Comedy, Romance",Lover 
515,"Boot, Das (1981)","Adventure, Drama, Thriller, War",Adult 
516,Local Hero (1983),"Comedy, Drama",Adult 
517,Manhattan (1979),"Comedy, Drama, Romance",Lover 
518,Miller's Crossing (1990),"Crime, Drama, Thriller",Adult 
519,"Treasure of the Sierra Madre, The (1948)","Adventure, Drama, Western",Adult 
520,"Great Escape, The (1963)","Adventure, Drama, History, Thriller, War",Adult 
521,"Deer Hunter, The (1978)","Drama, War",Adult 
522,Down by Law (1986),"Comedy, Crime, Drama",Adult 
523,Cool Hand Luke (1967),"Crime, Drama",Adult 
524,"Great Dictator, The (1940)","Comedy, Drama, War",Adult 
525,"Big Sleep, The (1946)","Crime, Film-Noir, Mystery, Thriller",Adult 
526,Ben-Hur (1959),"Adventure, Drama, History",Adult 
527,Gandhi (1982),"Biography, Drama, History",Adult 
528,"Killing Fields, The (1984)","Biography, Drama, History, War",Adult 
529,My Life as a Dog (Mitt liv som hund) (1985),"Drama, Comedy",Adult 
530,"Man Who Would Be King, The (1975)","Adventure, History, War",Adult 
531,Shine (1996),"Biography, Drama, Music, Romance",Lover 
532,Kama Sutra: A Tale of Love (1996),"Crime, Drama, History, Romance",Lover 
533,"Daytrippers, The (1996)","Comedy, Drama",Adult 
534,Traveller (1997),"Crime, Drama, Romance",Lover 
535,Addicted to Love (1997),"Comedy, Romance",Lover 
536,Ponette (1996),Drama,Adult 
537,My Own Private Idaho (1991),Drama,Adult 
538,Anastasia (1997),"Animation, Adventure, Drama, Family, Fantasy, Musical, Mystery, Romance",Lover 
539,Mouse Hunt (1997),Comedy,Adult 
540,Money Train (1995),"Action, Comedy, Crime, Drama, Thriller",Adult 
541,Mortal Kombat (1995),"Action, Adventure, Fantasy, Sci-Fi, Thriller",Adult 
542,Pocahontas (1995),"Animation, Adventure, Drama, Family, Musical, Romance",Lover 
543,"MisΘrables, Les (1995)","Crime, Drama, History, Romance",Lover 
544,Things to Do in Denver when You're Dead (1995),"Crime, Drama",Adult 
545,Vampire in Brooklyn (1995),"Comedy, Fantasy, Horror, Romance",Lover 
546,Broken Arrow (1996),"Action, Adventure, Thriller",Adult 
547,"Young Poisoner's Handbook, The (1995)","Crime, Drama",Adult 
548,"NeverEnding Story III, The (1994)","Adventure, Comedy, Family, Fantasy",Adult 
549,Rob Roy (1995),"Adventure, Biography, Drama, History",Adult 
550,Die Hard: With a Vengeance (1995),"Action, Adventure, Thriller",Adult 
551,Lord of Illusions (1995),"Horror, Mystery, Thriller",Adult 
552,Species (1995),"Action, Horror, Sci-Fi, Thriller",Adult 
553,"Walk in the Clouds, A (1995)","Drama, Romance",Lover 
554,Waterworld (1995),"Action, Adventure, Sci-Fi, Thriller",Adult 
555,White Man's Burden (1995),"Drama, Thriller",Adult 
556,Wild Bill (1995),"Action, Biography, Western",Adult 
557,Farinelli: il castrato (1994),"Biography, Drama, Music",Adult 
558,Heavenly Creatures (1994),"Biography, Crime, Drama, Thriller",Adult 
559,Interview with the Vampire (1994),"Drama, Horror",Adult 
560,"Kid in King Arthur's Court, A (1995)","Adventure, Comedy, Family, Fantasy, Romance",Lover 
561,Mary Shelley's Frankenstein (1994),"Drama, Horror, Romance, Sci-Fi",Lover 
562,"Quick and the Dead, The (1995)","Action, Romance, Thriller, Western",Lover 
563,Stephen King's The Langoliers (1995),"Drama, Fantasy, Horror, Sci-Fi, Thriller",Adult 
564,Tales from the Hood (1995),"Crime, Horror, Thriller",Adult 
565,Village of the Damned (1995),"Horror, Sci-Fi, Thriller",Adult 
566,Clear and Present Danger (1994),"Action, Crime, Drama, Thriller",Adult 
567,Wes Craven's New Nightmare (1994),"Fantasy, Horror, Mystery, Thriller",Adult 
568,Speed (1994),"Action, Adventure, Thriller",Adult 
569,Wolf (1994),"Drama, Horror, Romance, Thriller",Lover 
570,Wyatt Earp (1994),"Adventure, Biography, Crime, Drama, Western",Adult 
571,Another Stakeout (1993),"Comedy, Crime",Adult 
572,Blown Away (1994),"Action, Crime, Drama, Thriller",Adult 
573,Body Snatchers (1993),"Horror, Sci-Fi",Adult 
574,Boxing Helena (1993),"Drama, Mystery, Romance, Thriller",Lover 
575,City Slickers II: The Legend of Curly's Gold (1994),Comedy,Adult 
576,Cliffhanger (1993),"Action, Adventure, Thriller",Adult 
577,Coneheads (1993),"Comedy, Sci-Fi",Adult 
578,Demolition Man (1993),"Action, Crime, Sci-Fi, Thriller",Adult 
579,Fatal Instinct (1993),"Comedy, Crime, Thriller",Adult 
580,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)","Comedy, Drama",Adult 
581,Kalifornia (1993),"Crime, Drama, Thriller",Adult 
582,"Piano, The (1993)","Drama, Music, Romance",Lover 
583,Romeo Is Bleeding (1993),"Crime, Drama, Romance",Lover 
584,"Secret Garden, The (1993)","Drama, Family, Fantasy",Adult 
585,Son in Law (1993),"Comedy, Drama, Romance",Lover 
586,Terminal Velocity (1994),"Action, Mystery, Romance, Thriller",Lover 
587,"Hour of the Pig, The (1993)","Documentary, War",Children 
588,Beauty and the Beast (1991),"Animation, Family, Fantasy, Musical, Romance",Lover 
589,"Wild Bunch, The (1969)","Action, Adventure, Western",Adult 
590,Hellraiser: Bloodline (1996),"Horror, Sci-Fi",Adult 
591,Primal Fear (1996),"Crime, Drama, Mystery, Thriller",Adult 
592,True Crime (1995),"Crime, Drama, Mystery, Thriller",Adult 
593,Stalingrad (1993),"Drama, War",Adult 
594,Heavy (1995),"Drama, Romance",Lover 
595,"Fan, The (1996)","Action, Drama, Sport, Thriller",Adult 
596,"Hunchback of Notre Dame, The (1996)","Animation, Drama, Family, Musical, Romance",Lover 
597,Eraser (1996),"Action, Drama, Thriller",Adult 
598,"Big Squeeze, The (1996)",Drama,Adult 
599,Police Story 4: Project S (Chao ji ji hua) (1993),"Action, Adventure, Comedy, Crime, Drama, Thriller",Adult 
600,Daniel Defoe's Robinson Crusoe (1996),Documentary,Children 
601,For Whom the Bell Tolls (1943),"Adventure, Drama, History, Romance, War",Lover 
602,"American in Paris, An (1951)","Drama, Musical, Romance",Lover 
603,Rear Window (1954),"Mystery, Thriller",Adult 
604,It Happened One Night (1934),"Comedy, Romance",Lover 
605,Meet Me in St. Louis (1944),"Comedy, Drama, Family, Musical, Romance",Lover 
606,All About Eve (1950),Drama,Adult 
607,Rebecca (1940),"Drama, Mystery, Romance, Thriller",Lover 
608,Spellbound (1945),"Film-Noir, Mystery, Romance, Thriller",Lover 
609,Father of the Bride (1950),"Comedy, Romance",Lover 
610,Gigi (1958),"Comedy, Musical, Romance",Lover 
611,Laura (1944),"Drama, Film-Noir, Mystery",Adult 
612,Lost Horizon (1937),"Adventure, Drama, Fantasy, Mystery",Adult 
613,My Man Godfrey (1936),"Comedy, Drama, Romance",Lover 
614,Giant (1956),"Drama, Western",Adult 
615,"39 Steps, The (1935)","Film-Noir, Mystery, Thriller",Adult 
616,Night of the Living Dead (1968),Horror,Adult 
617,"Blue Angel, The (Blaue Engel, Der) (1930)","Drama, Music",Adult 
618,Picnic (1955),Comedy,Adult 
619,Extreme Measures (1996),"Crime, Drama, Mystery, Thriller",Adult 
620,"Chamber, The (1996)","Crime, Drama",Adult 
621,"Davy Crockett, King of the Wild Frontier (1955)","Adventure, Drama, Family, Western",Adult 
622,Swiss Family Robinson (1960),"Adventure, Family",Adult 
623,Angels in the Outfield (1994),"Comedy, Family, Fantasy, Sport",Adult 
624,"Three Caballeros, The (1945)","Animation, Comedy, Family, Fantasy, Musical",Children 
625,"Sword in the Stone, The (1963)","Animation, Adventure, Comedy, Family, Fantasy, Musical",Children 
626,So Dear to My Heart (1949),"Animation, Drama, Family, Musical",Children 
627,Robin Hood: Prince of Thieves (1991),"Action, Adventure, Drama, Romance",Lover 
628,Sleepers (1996),"Crime, Drama, Thriller",Adult 
629,Victor/Victoria (1982),"Comedy, Music, Musical, Romance",Lover 
630,"Great Race, The (1965)","Documentary, History",Children 
631,"Crying Game, The (1992)","Crime, Drama, Romance, Thriller",Lover 
632,Sophie's Choice (1982),"Drama, Romance",Lover 
633,"Christmas Carol, A (1938)",Drama,Adult 
634,Microcosmos: Le peuple de l'herbe (1996),Documentary,Children 
635,"Fog, The (1980)","Horror, Thriller",Adult 
636,Escape from New York (1981),"Action, Adventure, Sci-Fi",Adult 
637,"Howling, The (1981)",Horror,Adult 
638,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)","Biography, Crime, Drama, History, Mystery, Romance",Lover 
639,"Tin Drum, The (Blechtrommel, Die) (1979)","Drama, War",Adult 
640,"Cook the Thief His Wife & Her Lover, The (1989)","Crime, Drama",Adult 
641,Paths of Glory (1957),"Drama, War",Adult 
642,"Grifters, The (1990)","Crime, Drama, Thriller",Adult 
643,The Innocent (1994),"Drama, Thriller, Crime",Adult 
644,"Thin Blue Line, The (1988)","Documentary, Crime, Drama, Mystery",Children 
645,Paris Is Burning (1990),Documentary,Children 
646,Once Upon a Time in the West (1969),"Comedy, Drama",Adult 
647,Ran (1985),"Action, Drama",Adult 
648,"Quiet Man, The (1952)","Documentary, Short",Children 
649,Once Upon a Time in America (1984),"Crime, Drama",Adult 
650,"Seventh Seal, The (Sjunde inseglet, Det) (1957)","Drama, Fantasy",Adult 
651,Glory (1989),"Biography, Drama, History, War",Adult 
652,Rosencrantz and Guildenstern Are Dead (1990),"Comedy, Drama",Adult 
653,Touch of Evil (1958),"Crime, Drama, Film-Noir, Thriller",Adult 
654,Chinatown (1974),"Crime, Drama, Film-Noir, Thriller",Adult 
655,Stand by Me (1986),"Adventure, Drama",Adult 
656,M (1931),"Crime, Mystery, Thriller",Adult 
657,"Manchurian Candidate, The (1962)","Drama, Thriller",Adult 
658,Pump Up the Volume (1990),"Comedy, Drama, Music",Adult 
659,Arsenic and Old Lace (1944),"Comedy, Crime, Thriller",Adult 
660,Fried Green Tomatoes (1991),Drama,Adult 
661,High Noon (1952),"Drama, Thriller, Western",Adult 
662,Somewhere in Time (1980),"Drama, Fantasy, Romance",Lover 
663,Being There (1979),"Comedy, Drama",Adult 
664,"Paris, Texas (1984)",Drama,Adult 
665,Alien 3 (1992),"Action, Horror, Sci-Fi",Adult 
666,Blood For Dracula (Andy Warhol's Dracula) (1974),Horror,Adult 
667,Audrey Rose (1977),"Drama, Fantasy, Horror, Thriller",Adult 
668,Blood Beach (1981),Horror,Adult 
669,Body Parts (1991),"Horror, Thriller",Adult 
670,Body Snatchers (1993),"Horror, Sci-Fi",Adult 
671,Bride of Frankenstein (1935),"Drama, Horror, Sci-Fi",Adult 
672,Candyman (1992),"Horror, Thriller",Adult 
673,Cape Fear (1962),"Drama, Thriller",Adult 
674,Cat People (1982),"Fantasy, Horror, Thriller",Adult 
675,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)","Fantasy, Horror",Adult 
676,"Crucible, The (1996)","Drama, History",Adult 
677,Fire on the Mountain (1996),Documentary,Children 
678,Volcano (1997),"Action, Drama, Sci-Fi, Thriller",Adult 
679,Conan the Barbarian (1981),"Action, Adventure, Fantasy",Adult 
680,Kull the Conqueror (1997),"Fantasy, Action, Adventure",Adult 
681,Wishmaster (1997),"Fantasy, Horror",Adult 
682,I Know What You Did Last Summer (1997),"Horror, Mystery",Adult 
683,Rocket Man (1997),"Comedy, Family, Sci-Fi",Adult 
684,In the Line of Fire (1993),"Action, Crime, Drama, Thriller",Adult 
685,Executive Decision (1996),"Action, Adventure, Thriller",Adult 
686,"Perfect World, A (1993)","Crime, Drama, Thriller",Adult 
687,McHale's Navy (1997),"Action, Comedy",Adult 
688,Leave It to Beaver (1997),"Comedy, Family",Adult 
689,"Jackal, The (1997)","Action, Crime, Drama, Thriller",Adult 
690,Seven Years in Tibet (1997),"Adventure, Biography, Drama, History, War",Adult 
691,Dark City (1998),"Mystery, Sci-Fi, Thriller",Adult 
692,"American President, The (1995)","Comedy, Drama, Romance",Lover 
693,Casino (1995),"Crime, Drama",Adult 
694,Persuasion (1995),"Adventure, Thriller",Adult 
695,Kicking and Screaming (1995),"Comedy, Drama, Romance",Lover 
696,City Hall (1996),Drama,Adult 
697,"Basketball Diaries, The (1995)","Biography, Crime, Drama, Sport",Adult 
698,"Browning Version, The (1994)",Drama,Adult 
699,Little Women (1994),"Drama, Family, Romance",Lover 
700,Miami Rhapsody (1995),Comedy,Adult 
701,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)","Documentary, Biography, History",Children 
702,Barcelona (1994),Adventure,Adult 
703,Widows' Peak (1994),"Comedy, Crime, Mystery, Thriller",Adult 
704,"House of the Spirits, The (1993)","Drama, Romance",Lover 
705,Singin' in the Rain (1952),"Comedy, Musical, Romance",Lover 
706,Bad Moon (1996),Horror,Adult 
707,Enchanted April (1991),Drama,Adult 
708,"Sex, Lies, and Videotape (1989)",Drama,Adult 
709,Strictly Ballroom (1992),"Comedy, Drama, Music, Romance",Lover 
710,Better Off Dead... (1985),"Comedy, Romance",Lover 
711,"Substance of Fire, The (1996)",Drama,Adult 
712,Tin Men (1987),"Comedy, Drama",Adult 
713,Othello (1995),"Drama, Romance",Lover 
714,Carrington (1995),"Biography, Drama, Romance",Lover 
715,To Die For (1995),"Comedy, Crime, Drama, Thriller",Adult 
716,Home for the Holidays (1995),"Comedy, Drama, Romance",Lover 
717,"Juror, The (1996)","Crime, Drama, Thriller",Adult 
718,In the Bleak Midwinter (1995),Comedy,Adult 
719,Canadian Bacon (1994),Comedy,Adult 
720,First Knight (1995),"Action, Adventure, Romance",Lover 
721,Mallrats (1995),"Comedy, Romance",Lover 
722,Nine Months (1995),"Comedy, Romance",Lover 
723,Boys on the Side (1995),"Comedy, Drama",Adult 
724,Circle of Friends (1995),"Drama, Romance",Lover 
725,Exit to Eden (1994),"Comedy, Crime, Romance, Thriller",Lover 
726,Fluke (1995),"Drama, Family, Fantasy",Adult 
727,Immortal Beloved (1994),"Biography, Drama, Music, Romance",Lover 
728,Junior (1994),"Comedy, Romance, Sci-Fi",Lover 
729,Nell (1994),Drama,Adult 
730,"Queen Margot (Reine Margot, La) (1994)","Biography, Drama, History, Romance",Lover 
731,"Corrina, Corrina (1994)","Comedy, Drama, Romance",Lover 
732,Dave (1993),"Comedy, Romance",Lover 
733,Go Fish (1994),"Comedy, Drama, Romance",Lover 
734,Made in America (1993),Comedy,Adult 
735,Philadelphia (1993),Drama,Adult 
736,Shadowlands (1993),"Biography, Drama, Romance",Lover 
737,Sirens (1994),"Comedy, Drama, Romance",Lover 
738,Threesome (1994),"Comedy, Romance, Drama",Lover 
739,Pretty Woman (1990),"Comedy, Romance",Lover 
740,Jane Eyre (1996),"Drama, Romance",Lover 
741,"Last Supper, The (1995)","Comedy, Crime, Drama, Thriller",Adult 
742,Ransom (1996),"Action, Crime, Thriller",Adult 
743,"Crow: City of Angels, The (1996)","Action, Crime, Fantasy, Thriller",Adult 
744,Michael Collins (1996),"Biography, Drama, Thriller, War",Adult 
745,"Ruling Class, The (1972)","Comedy, Drama, Musical",Adult 
746,Real Genius (1985),"Comedy, Romance, Sci-Fi",Lover 
747,Benny & Joon (1993),"Comedy, Drama, Romance",Lover 
748,"Saint, The (1997)","Action, Adventure, Romance, Sci-Fi, Thriller",Lover 
749,"MatchMaker, The (1997)","Comedy, Romance",Lover 
750,Amistad (1997),"Drama, History",Adult 
751,Tomorrow Never Dies (1997),"Action, Adventure, Thriller",Adult 
752,"Replacement Killers, The (1998)","Action, Crime, Thriller",Adult 
753,Burnt By the Sun (1994),"Drama, History, War",Adult 
754,Red Corner (1997),"Crime, Drama, Thriller",Adult 
755,Jumanji (1995),"Adventure, Comedy, Family, Fantasy",Adult 
756,Father of the Bride Part II (1995),"Comedy, Family, Romance",Lover 
757,Across the Sea of Time (1995),"Adventure, Drama, Family, History",Adult 
758,Lawnmower Man 2: Beyond Cyberspace (1996),"Action, Sci-Fi, Thriller",Adult 
759,Fair Game (1995),"Action, Crime, Romance, Thriller",Lover 
760,Screamers (1995),"Horror, Sci-Fi, Thriller",Adult 
761,Nick of Time (1995),"Action, Crime, Drama, Thriller",Adult 
762,Beautiful Girls (1996),"Comedy, Drama, Romance",Lover 
763,Happy Gilmore (1996),"Comedy, Sport",Adult 
764,If Lucy Fell (1996),"Comedy, Romance",Lover 
765,Boomerang (1992),"Comedy, Drama, Romance",Lover 
766,Man of the Year (1995),"Comedy, Romance",Lover 
767,"Addiction, The (1995)",Horror,Adult 
768,Casper (1995),"Comedy, Family, Fantasy",Adult 
769,Congo (1995),"Action, Adventure, Mystery, Sci-Fi",Adult 
770,Devil in a Blue Dress (1995),"Crime, Drama, Mystery, Thriller",Adult 
771,Johnny Mnemonic (1995),"Action, Drama, Sci-Fi, Thriller",Adult 
772,Kids (1995),Drama,Adult 
773,Mute Witness (1994),"Crime, Thriller",Adult 
774,"Prophecy, The (1995)","Action, Crime, Drama, Fantasy, Horror, Mystery, Thriller",Adult 
775,Something to Talk About (1995),"Comedy, Drama, Romance",Lover 
776,Three Wishes (1995),"Drama, Fantasy",Adult 
777,Castle Freak (1995),"Drama, Horror, Mystery, Thriller",Adult 
778,Don Juan DeMarco (1995),"Comedy, Drama, Romance",Lover 
779,Drop Zone (1994),"Action, Adventure, Thriller",Adult 
780,Dumb & Dumber (1994),Comedy,Adult 
781,French Kiss (1995),"Comedy, Drama, Romance",Lover 
782,Little Odessa (1994),"Crime, Drama",Adult 
783,Milk Money (1994),"Comedy, Romance",Lover 
784,Beyond Bedlam (1993),"Comedy, Horror",Adult 
785,Only You (1994),"Comedy, Romance",Lover 
786,"Perez Family, The (1995)","Comedy, Romance, Drama",Lover 
787,Roommates (1995),"Comedy, Drama",Adult 
788,Relative Fear (1994),"Drama, Horror, Thriller",Adult 
789,Swimming with Sharks (1995),"Comedy, Crime",Adult 
790,Tommy Boy (1995),"Adventure, Comedy",Adult 
791,"Baby-Sitters Club, The (1995)","Comedy, Drama, Family",Adult 
792,Bullets Over Broadway (1994),"Comedy, Crime",Adult 
793,Crooklyn (1994),"Comedy, Drama",Adult 
794,It Could Happen to You (1994),"Comedy, Drama, Romance",Lover 
795,Richie Rich (1994),"Comedy, Family",Adult 
796,Speechless (1994),"Comedy, Romance",Lover 
797,Timecop (1994),"Action, Crime, Sci-Fi, Thriller",Adult 
798,Bad Company (1995),"Crime, Drama, Thriller",Adult 
799,Boys Life (1995),Drama,Adult 
800,In the Mouth of Madness (1995),"Drama, Horror, Mystery, Thriller",Adult 
801,"Air Up There, The (1994)","Comedy, Family, Sport",Adult 
802,Hard Target (1993),"Action, Adventure, Drama, Thriller",Adult 
803,Heaven & Earth (1993),"Action, Biography, Drama, History, War",Adult 
804,Jimmy Hollywood (1994),"Crime, Comedy, Drama",Adult 
805,Manhattan Murder Mystery (1993),"Comedy, Mystery",Adult 
806,Menace II Society (1993),"Crime, Drama, Thriller",Adult 
807,Poetic Justice (1993),"Drama, Romance",Lover 
808,"Program, The (1993)","Action, Drama, Romance, Sport",Lover 
809,Rising Sun (1993),"Action, Crime, Drama, Mystery, Thriller",Adult 
810,"Shadow, The (1994)","Action, Adventure, Crime, Fantasy, Mystery, Thriller",Adult 
811,Thirty-Two Short Films About Glenn Gould (1993),"Biography, Drama, Music",Adult 
812,Andre (1994),"Adventure, Drama, Family",Adult 
813,"Celluloid Closet, The (1995)","Documentary, History",Children 
814,"Great Day in Harlem, A (1994)","Documentary, Music",Children 
815,One Fine Day (1996),"Comedy, Drama, Romance",Lover 
816,Candyman: Farewell to the Flesh (1995),Horror,Adult 
817,Frisk (1995),"Drama, Thriller",Adult 
818,Girl 6 (1996),"Comedy, Drama",Adult 
819,Eddie (1996),"Comedy, Sport",Adult 
820,Space Jam (1996),"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi, Sport",Children 
821,Mrs. Winterbourne (1996),"Comedy, Drama, Romance",Lover 
822,Faces (1968),Drama,Adult 
823,Mulholland Falls (1996),"Crime, Drama, Mystery, Thriller",Adult 
824,"Great White Hype, The (1996)","Comedy, Sport",Adult 
825,"Arrival, The (1996)","Sci-Fi, Thriller",Adult 
826,"Phantom, The (1996)","Action, Adventure, Comedy, Fantasy",Adult 
827,Daylight (1996),"Action, Adventure, Drama, Thriller",Adult 
828,Alaska (1996),"Adventure, Family",Adult 
829,Fled (1996),"Action, Adventure, Crime, Drama, Romance",Lover 
830,Power 98 (1995),"Horror, Action, Sci-Fi",Adult 
831,Escape from L.A. (1996),"Action, Adventure, Sci-Fi, Thriller",Adult 
832,Bogus (1996),"Comedy, Family, Fantasy",Adult 
833,Bulletproof (1996),"Action, Comedy, Crime",Adult 
834,Halloween: The Curse of Michael Myers (1995),"Horror, Thriller",Adult 
835,"Gay Divorcee, The (1934)","Comedy, Musical, Romance",Lover 
836,Ninotchka (1939),"Comedy, Romance",Lover 
837,Meet John Doe (1941),"Comedy, Drama, Romance",Lover 
838,In the Line of Duty 2 (1987),"Action, Drama",Adult 
839,Loch Ness (1995),Documentary,Children 
840,Last Man Standing (1996),"Action, Crime, Drama, Thriller",Adult 
841,"Glimmer Man, The (1996)","Action, Comedy, Crime, Drama, Thriller",Adult 
842,Pollyanna (1960),"Comedy, Drama, Family",Adult 
843,"Shaggy Dog, The (1959)","Family, Comedy, Fantasy",Adult 
844,Freeway (1996),"Comedy, Crime, Drama, Thriller",Adult 
845,That Thing You Do! (1996),"Comedy, Drama, Music",Adult 
846,To Gillian on Her 37th Birthday (1996),"Drama, Fantasy, Romance",Lover 
847,Looking for Richard (1996),"Documentary, Drama",Children 
848,"Murder, My Sweet (1944)","Crime, Drama, Film-Noir, Mystery, Thriller",Adult 
849,Days of Thunder (1990),"Action, Drama, Sport",Adult 
850,"Perfect Candidate, A (1996)",Documentary,Children 
851,Two or Three Things I Know About Her (1966),"Comedy, Drama",Adult 
